task_key,task_value,metric,n_A_valid,n_B_valid,mean_A,mean_B,delta_B_minus_A,effect_size
task_queue_approach,queue_approach,queue_front_stopped_ratio,2863,431,0.2594263010827803,0.07526102088167054,-0.18416528020110978,-0.579327509371971
task_lane_change,lane_change,lc_rms_yaw_rate,719,2847,0.0702343940565771,0.20071620847076227,0.13048181441418516,1.068185141490812
task_lane_change,lane_change,lc_rms_curvature,719,2847,0.01872712882197193,0.04758185414460238,0.028854725322630448,0.6698115129071766
task_lane_change,lane_change,lc_heading_change_total,719,2847,0.45267851785978275,1.3496422984394532,0.8969637805796704,0.8406649286689607
task_lane_change,lane_change,lc_max_lateral_speed,719,2847,1.928537125462009,3.8324928556673274,1.9039557302053185,1.1877822995634022
task_lane_change,lane_change,lc_rms_lateral_accel,719,2847,0.48029199187785054,1.2449017205478599,0.7646097286700093,1.3166720384269976
task_lane_change,lane_change,lc_duration,674,2754,2.7974777448071215,4.110566448801743,1.3130887039946213,0.6778769853963804
task_lane_change,lane_change,lc_oscillation_score,719,2847,3.0201668984700976,3.5454864769933265,0.525319578523229,0.150702104198656
task_lane_change,lane_change,lc_target_front_gap_min,280,403,12.414669002805438,13.331043481826782,0.9163744790213446,0.07632111902535964
task_lane_change,lane_change,lc_target_rear_gap_min,230,528,10.992960932980413,13.67973540384661,2.6867744708661974,0.2337121085907523
task_lane_change,lane_change,lc_gap_acceptance_score,374,795,0.14933472568772166,0.1378221882493168,-0.011512537438404857,-0.12462774521491117
task_lane_change,lane_change,lc_sharpness_score,719,2847,0.1897511715854665,0.4977332610544082,0.3079820894689417,1.3885068346499814
task_cutin_response,cutin_response,cutin_gap_initial,824,114,11.796745204520457,10.065775509466205,-1.7309696950542524,-0.28218676114457897
task_cutin_response,cutin_response,cutin_gap_min,824,114,11.488315651428353,9.756811139876383,-1.7315045115519698,-0.3611378298301639
task_cutin_response,cutin_response,cutin_min_ttc,824,114,1.7602472635872155,0.8369528454842797,-0.9232944181029358,-1.4860535606173855
task_cutin_response,cutin_response,cutin_min_thw,824,114,2.985097860881281,1.2806316170383965,-1.7044662438428846,-1.3807262766534065
task_cutin_response,cutin_response,cutin_reaction_delay_to_brake,22,14,1.3681818181818184,1.4642857142857142,0.0961038961038958,0.06198169967788202
task_cutin_response,cutin_response,cutin_peak_decel_after_cutin,824,114,0.771908554593444,1.8439229994576578,1.0720144448642137,1.0290346498049296
task_cutin_response,cutin_response,cutin_jerk_after_cutin,824,114,3.5058208760757474,10.3626956109378,6.856874734862053,1.4510303770221098
task_cutin_response,cutin_response,cutin_speed_drop_after_cutin,824,114,0.18816131390438587,0.34403448272278614,0.15587316881840027,0.15503497984045742
task_cutin_response,cutin_response,cutin_yielding_response_score,824,114,3.9449235796991724,3.068889908587331,-0.8760336711118413,-0.4247774424691998
task_cutin_response,cutin_response,cutin_late_response_score,22,14,1.3681818181818184,1.4642857142857142,0.0961038961038958,0.06198169967788202
task_overtake_opportunity,overtake_opportunity,overtake_opportunity_score,547,107,2.8299912466592976,4.4267322295055145,1.596740982846217,0.9083321710382142
task_overtake_opportunity,overtake_opportunity,overtake_execution_score,547,107,1.5313990830030801,3.029448991347015,1.498049908343935,0.9905645039269708
task_overtake_opportunity,overtake_opportunity,overtake_execution_rate_proxy,547,107,0.14625228519195613,0.4392523364485981,0.29300005125664197,0.7689884415240587
task_overtake_opportunity,overtake_opportunity,overtake_time_to_initiate,502,107,1.1430278884462153,0.4785046728971963,-0.664523215549019,-0.38477026446559864
task_overtake_opportunity,overtake_opportunity,overtake_peak_accel,547,107,1.7362232696918782,6.125137775189408,4.38891450549753,2.8496086945838175
task_overtake_opportunity,overtake_opportunity,overtake_peak_decel,547,107,1.802997607310966,6.979315332980171,5.176317725669206,2.7162169214186833
task_overtake_opportunity,overtake_opportunity,overtake_max_abs_jerk,547,107,18.612568072979222,68.69224081306814,50.07967274008892,3.9493200719281982
task_overtake_opportunity,overtake_opportunity,overtake_min_front_gap_before,547,107,15.818677451972334,14.326054558575711,-1.4926228933966232,-0.19612736955391372
task_overtake_opportunity,overtake_opportunity,overtake_target_lane_front_gap,422,91,19.898165759317116,22.746824453165242,2.848658693848126,0.24588807022847156
task_overtake_opportunity,overtake_opportunity,overtake_target_lane_rear_gap,191,25,18.048867015938484,15.517029190063477,-2.531837825875007,-0.23224119315865968
task_hesitation,hesitation,hesitation_score,1112,1966,11.484375,11.434473550356053,-0.04990144964394716,-0.007231871021717526
task_hesitation,hesitation,hesitation_lc_duration,237,703,2.820675105485232,3.530867709815078,0.7101926043298459,0.31869111127652905
task_hesitation,hesitation,hesitation_yaw_sign_change_count,1112,1966,15.386690647482014,15.491353001017295,0.10466235353528042,0.011911975418438013
task_hesitation,hesitation,hesitation_lateral_velocity_sign_change_count,1112,1966,7.723920863309353,7.830111902339776,0.10619103903042326,0.015378608837807133
task_hesitation,hesitation,hesitation_lc_oscillation_score,1112,1966,11.555305755395683,11.660732451678536,0.10542669628285317,0.015167416958216903
task_hesitation,hesitation,hesitation_abort_like_score,1112,1966,0.26618705035971224,0.2136317395727365,-0.05255531078697573,-0.12457311808837047
task_hesitation,hesitation,hesitation_speed_drop,1112,1966,3.0926636712342894,3.0013781718151953,-0.09128549941909414,-0.024259546026578285
task_hesitation,hesitation,hesitation_evidence_count,1112,1966,2.2320143884892087,2.2746693794506614,0.04265499096145264,0.0947182754978088
task_yield_conflict,yield_conflict,yield_conflict_score,2365,1084,4.114914856531182,6.065538926442,1.950624069910818,0.7788244250010452
task_yield_conflict,yield_conflict,yielding_score,2365,1084,2.2859182188869203,3.242243549734787,0.9563253308478665,0.37437861069983075
task_yield_conflict,yield_conflict,assertiveness_score,2365,1084,1.5073393079145065,2.899151307337492,1.3918119994229856,0.8962521374271731
task_yield_conflict,yield_conflict,gap_pressure_score,2365,1084,0.22262289056905657,0.2283692834868921,0.005746392917835519,0.06724657319040117
task_yield_conflict,yield_conflict,conflict_accel_score,2365,1084,1.6339255669901516,4.658167514244385,3.0242419472542332,1.7805626023635273
task_yield_conflict,yield_conflict,small_gap_speed_maintain_score,2365,1084,6.397692701206184,8.287326535662288,1.8896338344561041,0.3662734010796726
task_yield_conflict,yield_conflict,rear_pressure_response_score,1549,688,9.985594851827384,12.554653389268381,2.5690585374409967,0.38803040105582254
task_yield_conflict,yield_conflict,courtesy_score,2365,1084,1.4497378490682615,2.085372605327561,0.6356347562592994,0.3732174463369084
