task_key,task_value,n_A,n_B,n_A_before_strength_filter,n_B_before_strength_filter,n_positive_before_strength_filter,n_positive_after_strength_filter,detector_strength_filter,bdd_mmd,ci95_low,ci95_high,bootstrap_mean,bootstrap_std,observed_in_bootstrap_ci,mmd_estimator_config,p_value,positive_count_total,positive_ratio_total,event_validity,dominant_detector_strength,detector_strength_counts,interpretation
task_following,following,2125,2149,2125,2149,43939,43939,all,0.0003066249999998938,0.0004244484374999136,0.0013504492187500212,0.0007179837500000019,0.00024094071540907885,False,"{""effective_n_A"": 2000, ""effective_n_B"": 2000, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.7722772277227723,43939,0.26650532840827074,valid,strong,"{""strong"": 43939}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_lead_brake_response,lead_brake_response,1677,1710,1677,1710,34831,34831,all,0.000394265304664021,0.0005761797642849287,0.0014691726678752568,0.0008592208355599329,0.0002321896783147005,False,"{""effective_n_A"": 1677, ""effective_n_B"": 1710, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.5742574257425742,34831,0.21126213827780507,valid,proxy,"{""proxy"": 21350, ""strong"": 13481}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_queue_approach,queue_approach,1920,1968,1920,1968,39847,39847,all,0.0003046382289071392,0.0004400577559033225,0.00099233336747776,0.0006968636085055957,0.00016873818916082154,False,"{""effective_n_A"": 1920, ""effective_n_B"": 1968, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.7920792079207921,39847,0.24168592414675716,valid,proxy,"{""proxy"": 26636, ""strong"": 13211}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_lane_change,lane_change,3050,3080,3050,3080,61236,61236,all,0.0002862812499999645,0.0004109718749998548,0.00123034765625008,0.0007341656249999851,0.0002247829722557911,False,"{""effective_n_A"": 2000, ""effective_n_B"": 2000, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.8712871287128713,61236,0.37141765380206343,valid,strong,"{""strong"": 61236}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_cutin_response,cutin_response,509,555,509,555,10948,10948,all,0.0009656507880644316,0.0015432479885840844,0.003823209338022082,0.0023650385169198397,0.0006770447576355755,False,"{""effective_n_A"": 509, ""effective_n_B"": 555, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.9306930693069307,10948,0.06640343056086273,valid,proxy,"{""proxy"": 10948}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_overtake_opportunity,overtake_opportunity,383,405,383,405,8202,8202,all,0.0026821377798387225,0.002742216334002934,0.006939809352798826,0.0047008890035425835,0.0012622902020981456,False,"{""effective_n_A"": 383, ""effective_n_B"": 405, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.16831683168316833,8202,0.04974798478810707,valid,proxy,"{""proxy"": 8202}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_hesitation,hesitation,2629,2566,2629,2566,52549,52549,all,0.00046231250000006163,0.0005875015625000313,0.001474430468749993,0.0008866781249999889,0.0002539718812939197,False,"{""effective_n_A"": 2000, ""effective_n_B"": 2000, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.39603960396039606,52549,0.31872797520485713,valid,strong,"{""strong"": 52549}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
task_yield_conflict,yield_conflict,2623,2572,2623,2572,52543,52543,all,0.00041221874999997077,0.0004761632812499139,0.0013917273437501208,0.0008358999999999872,0.00021843067837733974,False,"{""effective_n_A"": 2000, ""effective_n_B"": 2000, ""kernel_block_size"": 1024, ""max_mmd_samples_requested"": 2000, ""observed_and_bootstrap_share_initial_subsample"": true}",0.43564356435643564,52543,0.31869158311649715,valid,strong,"{""strong"": 52543}",Task-conditioned BDD is computed within the same behavior-event slice; inspect task-specific metrics below for semantic drift direction.
